,Area Code (ISO3),Area,Item,Value
26759,PER,Peru,"Lentils, dry",76431.20613562613
26760,PHL,Philippines,"Lentils, dry",313.41855914176057
26761,POL,Poland,"Lentils, dry",4540.306283541391
26762,PRT,Portugal,"Lentils, dry",0.0
26763,QAT,Qatar,"Lentils, dry",13013.15768534022
26764,ROU,Romania,"Lentils, dry",1755.1212618668555
26765,RUS,Russia,"Lentils, dry",61036.5551246977
26766,RWA,Rwanda,"Lentils, dry",2.548949693746108
26767,SAU,Saudi Arabia,"Lentils, dry",58526.713219819874
26768,SEN,Senegal,"Lentils, dry",2261.161909753638
26769,SRB,Serbia,"Lentils, dry",445.9770669816613
26770,SYC,Seychelles,"Lentils, dry",728.1288909215928
26771,SLE,Sierra Leone,"Lentils, dry",200.2985573149708
26772,SGP,Singapore,"Lentils, dry",2341.886667642455
26773,SVK,Slovakia,"Lentils, dry",33.98115108285427
26774,SVN,Slovenia,"Lentils, dry",0.0
26775,SOM,Somalia,"Lentils, dry",19034.76353063512
26776,ZAF,South Africa,"Lentils, dry",7733.739550742816
26777,KOR,South Korea,"Lentils, dry",2290.549565760706
26778,SSD,South Sudan,"Lentils, dry",1012.462744007698
26779,ESP,Spain,"Lentils, dry",47569.16225380972
26780,LKA,Sri Lanka,"Lentils, dry",134712.6023958233
26781,SDN,Sudan,"Lentils, dry",140744.31049900202
26782,SUR,Suriname,"Lentils, dry",2.8095235762049637
26783,SWE,Sweden,"Lentils, dry",3568.111814993852
26784,CHE,Switzerland,"Lentils, dry",1913.0097577923227
26785,SYR,Syria,"Lentils, dry",247454.60901272047
26786,TWN,Taiwan,"Lentils, dry",679.6366594583346
26787,TZA,Tanzania,"Lentils, dry",51.868813504834
26788,THA,Thailand,"Lentils, dry",789.0586063221626
26789,TGO,Togo,"Lentils, dry",2626.1427204001266
26790,TTO,Trinidad and Tobago,"Lentils, dry",1841.806412949024
26791,TUR,Türkiye,"Lentils, dry",557964.0190114263
26792,UGA,Uganda,"Lentils, dry",0.0
26793,UKR,Ukraine,"Lentils, dry",0.0082789452499127
26794,ARE,United Arab Emirates,"Lentils, dry",49680.90055223511
26795,GBR,United Kingdom,"Lentils, dry",27040.04883529396
26796,USA,United States,"Lentils, dry",75766.02963316574
26797,VNM,Vietnam,"Lentils, dry",191.389054934591
26798,YEM,Yemen,"Lentils, dry",13095.210267074192
26799,ZMB,Zambia,"Lentils, dry",9.399313617541448
26800,ZWE,Zimbabwe,"Lentils, dry",20.958873574651943
26801,BEN,Benin,"Lentils, dry",90.82947283161737
26802,FRO,Faroe Islands,"Lentils, dry",1.9193524436136415
26803,GAB,Gabon,"Lentils, dry",1.9689577269677256
26804,ISL,Iceland,"Lentils, dry",110.42828305651264
26805,ALB,Albania,"Lentils, dry",588.514976911252
26806,ARM,Armenia,"Lentils, dry",3091.3836880999074
26807,BGD,Bangladesh,"Lentils, dry",614595.6980040687
26808,BOL,Bolivia,"Lentils, dry",2067.5230375099
26809,BRA,Brazil,"Lentils, dry",20138.143491028542
26810,KHM,Cambodia,"Lentils, dry",8.58880548184907
26811,CHL,Chile,"Lentils, dry",44058.18413167607
26812,COM,Comoros,"Lentils, dry",0.2688056414580791
26813,COG,Congo Republic,"Lentils, dry",40.18930642871125
26814,DJI,Djibouti,"Lentils, dry",67310.93818716457
26815,ECU,Ecuador,"Lentils, dry",30313.235633188226
26816,SLV,El Salvador,"Lentils, dry",28.051779225685426
26817,ERI,Eritrea,"Lentils, dry",11021.138054913436
26818,ETH,Ethiopia,"Lentils, dry",119203.90024583811
26819,GMB,Gambia,"Lentils, dry",6.999480592703439
26820,KAZ,Kazakhstan,"Lentils, dry",0.0006865086688776
26821,LVA,Latvia,"Lentils, dry",851.5882093026303
26822,LBY,Libya,"Lentils, dry",1511.374823790817
26823,MUS,Mauritius,"Lentils, dry",3430.627238024169
26824,MEX,Mexico,"Lentils, dry",77174.66863772528
26825,MNG,Mongolia,"Lentils, dry",5.069485990759118
26826,MNE,Montenegro,"Lentils, dry",17.23399923484974
26827,MAR,Morocco,"Lentils, dry",87730.41054940977
26828,NCL,New Caledonia,"Lentils, dry",113.94891876182294
26829,STP,Sao Tome and Principe,"Lentils, dry",0.1601795283835226
26830,TJK,Tajikistan,"Lentils, dry",2981.778688211019
26831,TUN,Tunisia,"Lentils, dry",5116.033775741406
26832,UZB,Uzbekistan,"Lentils, dry",1705.68079078242
26833,KGZ,Kyrgyz Republic,"Lentils, dry",1784.207080948678
26834,PRY,Paraguay,"Lentils, dry",351.59402006178374
26835,BLZ,Belize,"Lentils, dry",0.0747417156850875
26836,COK,Cook Islands,"Lentils, dry",0.6781851235199261
26837,CRI,Costa Rica,"Lentils, dry",1252.9814117746528
26838,DMA,Dominica,"Lentils, dry",264.2783112832147
26839,PYF,French Polynesia,"Lentils, dry",612.9882779750261
26840,GRD,Grenada,"Lentils, dry",142.1337412760838
26841,HND,Honduras,"Lentils, dry",36.39815111809452
26842,KIR,Kiribati,"Lentils, dry",0.5284079411789955
26843,LAO,Laos,"Lentils, dry",1049.0577280391574
26844,FSM,"Micronesia, Fed. Sts.","Lentils, dry",0.2984060478749439
26845,NRU,Nauru,"Lentils, dry",0.0
26846,NIC,Nicaragua,"Lentils, dry",32.98175071903412
26847,NIU,Niue,"Lentils, dry",0.0
26848,PRK,North Korea,"Lentils, dry",0.0
26849,SLB,Solomon Islands,"Lentils, dry",1.298611741946084
26850,KNA,St. Kitts and Nevis,"Lentils, dry",0.0
26851,LCA,St. Lucia,"Lentils, dry",576.1548645564175
26852,VCT,St. Vincent and the Grenadines,"Lentils, dry",170.37433880728804
26853,TLS,Timor-Leste,"Lentils, dry",1.0999245057133331
26854,TON,Tonga,"Lentils, dry",0.5882277081049195
26855,TKM,Turkmenistan,"Lentils, dry",817.5526057175263
26856,TUV,Tuvalu,"Lentils, dry",0.0
26857,URY,Uruguay,"Lentils, dry",3727.418043290111
26858,VUT,Vanuatu,"Lentils, dry",0.9988073374041098
26859,VEN,Venezuela,"Lentils, dry",5933.176892762349
26860,BDI,Burundi,"Lentils, dry",0.0
26861,TCD,Chad,"Lentils, dry",8.239343415112675
26862,WSM,Samoa,"Lentils, dry",0.1877114699906481
26863,TKL,Tokelau,"Lentils, dry",0.0
26864,PRI,Puerto Rico,"Lentils, dry",0.0
26865,AFG,Afghanistan,"Other oil seeds, n.e.c.",0.0
26866,DZA,Algeria,"Other oil seeds, n.e.c.",1164.941324577371
26867,AGO,Angola,"Other oil seeds, n.e.c.",8.799333651918069
26868,ATG,Antigua and Barbuda,"Other oil seeds, n.e.c.",0.0099487153922823
26869,ARG,Argentina,"Other oil seeds, n.e.c.",0.0
26870,AUS,Australia,"Other oil seeds, n.e.c.",95.19528897860044
26871,AUT,Austria,"Other oil seeds, n.e.c.",23219.586453069343
26872,AZE,Azerbaijan,"Other oil seeds, n.e.c.",21406.80544225823
26873,BHS,Bahamas,"Other oil seeds, n.e.c.",0.7264660951080945
26874,BHR,Bahrain,"Other oil seeds, n.e.c.",32.37983318649764
26875,BRB,Barbados,"Other oil seeds, n.e.c.",0.1449561101865709
26876,BLR,Belarus,"Other oil seeds, n.e.c.",12081.749584456153
26877,BEL,Belgium,"Other oil seeds, n.e.c.",5503.24952927914
26878,BTN,Bhutan,"Other oil seeds, n.e.c.",0.0487603400301556
26879,BIH,Bosnia and Herzegovina,"Other oil seeds, n.e.c.",174.6040494428985
26880,BWA,Botswana,"Other oil seeds, n.e.c.",6.046472790561639
26881,BRN,Brunei Darussalam,"Other oil seeds, n.e.c.",13.916181665554175
26882,BGR,Bulgaria,"Other oil seeds, n.e.c.",4654.830583817063
26883,BFA,Burkina Faso,"Other oil seeds, n.e.c.",0.0
26884,CPV,Cabo Verde,"Other oil seeds, n.e.c.",3.3048054769862647
26885,CMR,Cameroon,"Other oil seeds, n.e.c.",155.97013578790396
26886,CAN,Canada,"Other oil seeds, n.e.c.",15693.245681684108
26887,CAF,Central African Republic,"Other oil seeds, n.e.c.",18666.068979073283
26888,CHN,China,"Other oil seeds, n.e.c.",296335.1371661901
26889,COL,Colombia,"Other oil seeds, n.e.c.",0.0
26890,CIV,Cote d'Ivoire,"Other oil seeds, n.e.c.",27772.37163359936
26891,HRV,Croatia,"Other oil seeds, n.e.c.",6839.383429924118
26892,CUB,Cuba,"Other oil seeds, n.e.c.",4.444830350435304
26893,CYP,Cyprus,"Other oil seeds, n.e.c.",366.5097599430367
26894,CZE,Czechia,"Other oil seeds, n.e.c.",38947.91492324489
26895,COD,DR Congo,"Other oil seeds, n.e.c.",52244.89568584359
26896,DNK,Denmark,"Other oil seeds, n.e.c.",4595.080185902019
26897,DOM,Dominican Republic,"Other oil seeds, n.e.c.",7.212894302341032
26898,EGY,Egypt,"Other oil seeds, n.e.c.",0.0
26899,GNQ,Equatorial Guinea,"Other oil seeds, n.e.c.",1.7761077794261872
26900,EST,Estonia,"Other oil seeds, n.e.c.",3807.6293102608656
26901,SWZ,Eswatini,"Other oil seeds, n.e.c.",1.4280903416570296
26902,FJI,Fiji,"Other oil seeds, n.e.c.",0.4456309297839573
26903,FIN,Finland,"Other oil seeds, n.e.c.",523.2818622889404
26904,FRA,France,"Other oil seeds, n.e.c.",14570.537588299456
26905,GEO,Georgia,"Other oil seeds, n.e.c.",11.451733114113956
26906,DEU,Germany,"Other oil seeds, n.e.c.",10122.080063971074
26907,GHA,Ghana,"Other oil seeds, n.e.c.",0.0106879798549641
26908,GRC,Greece,"Other oil seeds, n.e.c.",0.0049908785081242
26909,GTM,Guatemala,"Other oil seeds, n.e.c.",0.0
26910,GIN,Guinea,"Other oil seeds, n.e.c.",15.51873927898913
26911,GNB,Guinea-Bissau,"Other oil seeds, n.e.c.",15.40410652471128
26912,GUY,Guyana,"Other oil seeds, n.e.c.",6.333536765465337
26913,HTI,Haiti,"Other oil seeds, n.e.c.",0.1341101781324645
26914,HKG,Hong Kong,"Other oil seeds, n.e.c.",670.8070700517866
26915,HUN,Hungary,"Other oil seeds, n.e.c.",9022.020855628269
26916,IND,India,"Other oil seeds, n.e.c.",25222.11972637333
26917,IDN,Indonesia,"Other oil seeds, n.e.c.",398.6675314032549
26918,IRN,Iran,"Other oil seeds, n.e.c.",818.8151484073258
26919,IRQ,Iraq,"Other oil seeds, n.e.c.",363.5103198390864
26920,IRL,Ireland,"Other oil seeds, n.e.c.",535.1374188654818
26921,ISR,Israel,"Other oil seeds, n.e.c.",4223.280143833489
26922,ITA,Italy,"Other oil seeds, n.e.c.",6908.011040931561
26923,JAM,Jamaica,"Other oil seeds, n.e.c.",0.4433847273668664
26924,JPN,Japan,"Other oil seeds, n.e.c.",1065.8336874474112
26925,JOR,Jordan,"Other oil seeds, n.e.c.",503.7220122461582
26926,KEN,Kenya,"Other oil seeds, n.e.c.",37678.89887698192
26927,KWT,Kuwait,"Other oil seeds, n.e.c.",111.40724971694976
26928,LBN,Lebanon,"Other oil seeds, n.e.c.",265.8351487559085
26929,LSO,Lesotho,"Other oil seeds, n.e.c.",4.3959377845744605
26930,LBR,Liberia,"Other oil seeds, n.e.c.",0.2548047866941373
26931,LTU,Lithuania,"Other oil seeds, n.e.c.",8053.804478792307
26932,LUX,Luxembourg,"Other oil seeds, n.e.c.",130.5489458515654
26933,MAC,Macau,"Other oil seeds, n.e.c.",4.338575404709075
26934,MDG,Madagascar,"Other oil seeds, n.e.c.",233.1823023951013
26935,MWI,Malawi,"Other oil seeds, n.e.c.",5.974993528872372
26936,MYS,Malaysia,"Other oil seeds, n.e.c.",226991.96299950444
26937,MDV,Maldives,"Other oil seeds, n.e.c.",6.574703454484799
26938,MLI,Mali,"Other oil seeds, n.e.c.",0.0396051313854465
26939,MLT,Malta,"Other oil seeds, n.e.c.",33.74868391474796
26940,MHL,Marshall Islands,"Other oil seeds, n.e.c.",0.0198974307845646
26941,MRT,Mauritania,"Other oil seeds, n.e.c.",2.975362625191269
26942,MDA,Moldova,"Other oil seeds, n.e.c.",0.0
26943,MOZ,Mozambique,"Other oil seeds, n.e.c.",30839.54299796587
26944,MMR,Myanmar,"Other oil seeds, n.e.c.",22.41488549329644
26945,NAM,Namibia,"Other oil seeds, n.e.c.",14.8531168144751
26946,NPL,Nepal,"Other oil seeds, n.e.c.",53879.44001278804
26947,NLD,Netherlands,"Other oil seeds, n.e.c.",0.0
26948,NZL,New Zealand,"Other oil seeds, n.e.c.",35.04262279554413
26949,NER,Niger,"Other oil seeds, n.e.c.",46394.63160243023
26950,NGA,Nigeria,"Other oil seeds, n.e.c.",0.0062480417695951
26951,MKD,North Macedonia,"Other oil seeds, n.e.c.",177.2792997484989
26952,NOR,Norway,"Other oil seeds, n.e.c.",697.0950656137481
26953,OMN,Oman,"Other oil seeds, n.e.c.",73.22996734729492
26954,PAK,Pakistan,"Other oil seeds, n.e.c.",620908.9329327473
26955,PSE,Palestine,"Other oil seeds, n.e.c.",17.25852287448622
26956,PAN,Panama,"Other oil seeds, n.e.c.",7.224328122026746
26957,PNG,Papua New Guinea,"Other oil seeds, n.e.c.",0.0
26958,PER,Peru,"Other oil seeds, n.e.c.",0.0
26959,PHL,Philippines,"Other oil seeds, n.e.c.",11688.03622337603
26960,POL,Poland,"Other oil seeds, n.e.c.",44825.19667879834
26961,PRT,Portugal,"Other oil seeds, n.e.c.",0.0
26962,QAT,Qatar,"Other oil seeds, n.e.c.",22.670526421241107
26963,ROU,Romania,"Other oil seeds, n.e.c.",2781.124953454848
26964,RUS,Russia,"Other oil seeds, n.e.c.",6799.028115862438
26965,RWA,Rwanda,"Other oil seeds, n.e.c.",0.0
26966,SAU,Saudi Arabia,"Other oil seeds, n.e.c.",382.8389237294151
26967,SEN,Senegal,"Other oil seeds, n.e.c.",0.0
26968,SRB,Serbia,"Other oil seeds, n.e.c.",1610.7538735835028
26969,SYC,Seychelles,"Other oil seeds, n.e.c.",1.2245631563908643
26970,SLE,Sierra Leone,"Other oil seeds, n.e.c.",0.2214620064949244
26971,SGP,Singapore,"Other oil seeds, n.e.c.",125.14305936995572
26972,SVK,Slovakia,"Other oil seeds, n.e.c.",9823.869381868166
26973,SVN,Slovenia,"Other oil seeds, n.e.c.",3956.600517330515
26974,SOM,Somalia,"Other oil seeds, n.e.c.",3.750951829111884
26975,ZAF,South Africa,"Other oil seeds, n.e.c.",15419.860618480776
26976,KOR,South Korea,"Other oil seeds, n.e.c.",63372.65938873001
26977,SSD,South Sudan,"Other oil seeds, n.e.c.",50136.14825646839
26978,ESP,Spain,"Other oil seeds, n.e.c.",46207.59461841807
26979,LKA,Sri Lanka,"Other oil seeds, n.e.c.",38.53709273793265
26980,SDN,Sudan,"Other oil seeds, n.e.c.",11000.0
26981,SUR,Suriname,"Other oil seeds, n.e.c.",8.48029040949555
26982,SWE,Sweden,"Other oil seeds, n.e.c.",660.6850573142241
26983,CHE,Switzerland,"Other oil seeds, n.e.c.",1563.1118403501891
26984,SYR,Syria,"Other oil seeds, n.e.c.",0.0
26985,TWN,Taiwan,"Other oil seeds, n.e.c.",29811.08186203511
26986,TZA,Tanzania,"Other oil seeds, n.e.c.",46369.39227698888
26987,THA,Thailand,"Other oil seeds, n.e.c.",340.95697546464754
26988,TGO,Togo,"Other oil seeds, n.e.c.",70.96508314365822
26989,TTO,Trinidad and Tobago,"Other oil seeds, n.e.c.",5.0471041720636585
26990,TUR,Türkiye,"Other oil seeds, n.e.c.",2380.7559608456563
26991,UGA,Uganda,"Other oil seeds, n.e.c.",46822.63319497225
26992,UKR,Ukraine,"Other oil seeds, n.e.c.",8025.988565977976
26993,ARE,United Arab Emirates,"Other oil seeds, n.e.c.",1442.653838884804
26994,GBR,United Kingdom,"Other oil seeds, n.e.c.",3748.6881310386098
26995,USA,United States,"Other oil seeds, n.e.c.",26319.22438315848
26996,VNM,Vietnam,"Other oil seeds, n.e.c.",2255.195453900504
26997,YEM,Yemen,"Other oil seeds, n.e.c.",467.6478614669421
26998,ZMB,Zambia,"Other oil seeds, n.e.c.",0.0
26999,ZWE,Zimbabwe,"Other oil seeds, n.e.c.",12424.38398439133
27000,BEN,Benin,"Other oil seeds, n.e.c.",100.8618493684876
27001,FRO,Faroe Islands,"Other oil seeds, n.e.c.",8.335456909437696
27002,GAB,Gabon,"Other oil seeds, n.e.c.",0.7847438010621577
27003,ISL,Iceland,"Other oil seeds, n.e.c.",96.34434175834348
27004,ALB,Albania,"Other oil seeds, n.e.c.",44.30311254323648
27005,ARM,Armenia,"Other oil seeds, n.e.c.",38.42116016887023
27006,BGD,Bangladesh,"Other oil seeds, n.e.c.",1756.700898736925
27007,BOL,Bolivia,"Other oil seeds, n.e.c.",0.0
27008,BRA,Brazil,"Other oil seeds, n.e.c.",45213.822396331605
27009,KHM,Cambodia,"Other oil seeds, n.e.c.",564.6241022166813
27010,CHL,Chile,"Other oil seeds, n.e.c.",149.8436759445103
27011,COM,Comoros,"Other oil seeds, n.e.c.",0.099990549236897
27012,COG,Congo Republic,"Other oil seeds, n.e.c.",0.0
27013,DJI,Djibouti,"Other oil seeds, n.e.c.",59.83973519544502
27014,ECU,Ecuador,"Other oil seeds, n.e.c.",0.0
27015,SLV,El Salvador,"Other oil seeds, n.e.c.",0.0
27016,ERI,Eritrea,"Other oil seeds, n.e.c.",15186.09
27017,ETH,Ethiopia,"Other oil seeds, n.e.c.",199328.3775051857
27018,GMB,Gambia,"Other oil seeds, n.e.c.",0.0
27019,KAZ,Kazakhstan,"Other oil seeds, n.e.c.",39375.578176479656
27020,LVA,Latvia,"Other oil seeds, n.e.c.",381.0762240634363
27021,LBY,Libya,"Other oil seeds, n.e.c.",7.194188719419941
27022,MUS,Mauritius,"Other oil seeds, n.e.c.",12.098793658495026
27023,MEX,Mexico,"Other oil seeds, n.e.c.",0.0
27024,MNG,Mongolia,"Other oil seeds, n.e.c.",7.446363043372489
27025,MNE,Montenegro,"Other oil seeds, n.e.c.",77.22635576035735
27026,MAR,Morocco,"Other oil seeds, n.e.c.",979.1684356350904
27027,NCL,New Caledonia,"Other oil seeds, n.e.c.",5.575739755721619
27028,STP,Sao Tome and Principe,"Other oil seeds, n.e.c.",0.0
27029,TJK,Tajikistan,"Other oil seeds, n.e.c.",0.0
27030,TUN,Tunisia,"Other oil seeds, n.e.c.",146.21716085749767
27031,UZB,Uzbekistan,"Other oil seeds, n.e.c.",3344.3318195199718
27032,KGZ,Kyrgyz Republic,"Other oil seeds, n.e.c.",0.0147211027746649
27033,PRY,Paraguay,"Other oil seeds, n.e.c.",0.0
27034,BLZ,Belize,"Other oil seeds, n.e.c.",21.74472996794008
27035,COK,Cook Islands,"Other oil seeds, n.e.c.",0.4742644176189891
27036,CRI,Costa Rica,"Other oil seeds, n.e.c.",15561.661076097294
27037,DMA,Dominica,"Other oil seeds, n.e.c.",0.0
27038,PYF,French Polynesia,"Other oil seeds, n.e.c.",0.1436749037388039
27039,GRD,Grenada,"Other oil seeds, n.e.c.",0.0
27040,HND,Honduras,"Other oil seeds, n.e.c.",0.0
27041,KIR,Kiribati,"Other oil seeds, n.e.c.",0.0
27042,LAO,Laos,"Other oil seeds, n.e.c.",0.0
27043,FSM,"Micronesia, Fed. Sts.","Other oil seeds, n.e.c.",0.0343675432525538
27044,NRU,Nauru,"Other oil seeds, n.e.c.",0.0
27045,NIC,Nicaragua,"Other oil seeds, n.e.c.",0.0
27046,NIU,Niue,"Other oil seeds, n.e.c.",0.00745623439587
27047,PRK,North Korea,"Other oil seeds, n.e.c.",0.9940865585895092
27048,SLB,Solomon Islands,"Other oil seeds, n.e.c.",0.0
27049,KNA,St. Kitts and Nevis,"Other oil seeds, n.e.c.",0.0
27050,LCA,St. Lucia,"Other oil seeds, n.e.c.",0.0
27051,VCT,St. Vincent and the Grenadines,"Other oil seeds, n.e.c.",0.0
27052,TLS,Timor-Leste,"Other oil seeds, n.e.c.",0.0
27053,TON,Tonga,"Other oil seeds, n.e.c.",0.0
27054,TKM,Turkmenistan,"Other oil seeds, n.e.c.",3.236990703982579
27055,TUV,Tuvalu,"Other oil seeds, n.e.c.",0.0
27056,URY,Uruguay,"Other oil seeds, n.e.c.",9.931226227416929
27057,VUT,Vanuatu,"Other oil seeds, n.e.c.",0.1249212747252929
27058,VEN,Venezuela,"Other oil seeds, n.e.c.",0.0834359948524582
27059,BDI,Burundi,"Other oil seeds, n.e.c.",0.0
27060,TCD,Chad,"Other oil seeds, n.e.c.",30.999775612982276
27061,WSM,Samoa,"Other oil seeds, n.e.c.",206.1125900775706
27062,TKL,Tokelau,"Other oil seeds, n.e.c.",0.0
27063,PRI,Puerto Rico,"Other oil seeds, n.e.c.",0.0
27064,AFG,Afghanistan,"Cloves (whole stems), raw",39.64533573652603
27065,DZA,Algeria,"Cloves (whole stems), raw",1353.9074205473764
27066,AGO,Angola,"Cloves (whole stems), raw",1.5198339895809974
27067,ATG,Antigua and Barbuda,"Cloves (whole stems), raw",1.6798497890397108
27068,ARG,Argentina,"Cloves (whole stems), raw",45.905643988884506
27069,AUS,Australia,"Cloves (whole stems), raw",167.6208598351126
27070,AUT,Austria,"Cloves (whole stems), raw",67.45956700220185
27071,AZE,Azerbaijan,"Cloves (whole stems), raw",97.8997895309166
27072,BHS,Bahamas,"Cloves (whole stems), raw",0.0086498689203768
27073,BHR,Bahrain,"Cloves (whole stems), raw",67.77716657414766
27074,BRB,Barbados,"Cloves (whole stems), raw",1.8499091029446872
27075,BLR,Belarus,"Cloves (whole stems), raw",17.759343700600446
27076,BEL,Belgium,"Cloves (whole stems), raw",27.599852410928605
27077,BTN,Bhutan,"Cloves (whole stems), raw",2.5399086450751223
27078,BIH,Bosnia and Herzegovina,"Cloves (whole stems), raw",2.6896261546900515
27079,BWA,Botswana,"Cloves (whole stems), raw",2.43999999537747
27080,BRN,Brunei Darussalam,"Cloves (whole stems), raw",8.496354107306995
27081,BGR,Bulgaria,"Cloves (whole stems), raw",6.589309411081036
27082,BFA,Burkina Faso,"Cloves (whole stems), raw",0.0
27083,CPV,Cabo Verde,"Cloves (whole stems), raw",0.9098748885536442
27084,CMR,Cameroon,"Cloves (whole stems), raw",9.885033424015203
27085,CAN,Canada,"Cloves (whole stems), raw",302.2927722203074
27086,CAF,Central African Republic,"Cloves (whole stems), raw",0.8698694110685499
27087,CHN,China,"Cloves (whole stems), raw",4341.931051716798
27088,COL,Colombia,"Cloves (whole stems), raw",45.48435029492765
27089,CIV,Cote d'Ivoire,"Cloves (whole stems), raw",7.867654189859349
27090,HRV,Croatia,"Cloves (whole stems), raw",8.899973348766082
27091,CUB,Cuba,"Cloves (whole stems), raw",4.349743708541259
27092,CYP,Cyprus,"Cloves (whole stems), raw",20.10991716509685
27093,CZE,Czechia,"Cloves (whole stems), raw",56.32708280880411
27094,COD,DR Congo,"Cloves (whole stems), raw",0.5169792731287295
27095,DNK,Denmark,"Cloves (whole stems), raw",28.46989759039973
27096,DOM,Dominican Republic,"Cloves (whole stems), raw",38.921896061467656
27097,EGY,Egypt,"Cloves (whole stems), raw",241.8999197553984
27098,GNQ,Equatorial Guinea,"Cloves (whole stems), raw",0.0399974199826237
27099,EST,Estonia,"Cloves (whole stems), raw",14.329942102519077
27100,SWZ,Eswatini,"Cloves (whole stems), raw",0.809999998400404
27101,FJI,Fiji,"Cloves (whole stems), raw",10.105661680847296
27102,FIN,Finland,"Cloves (whole stems), raw",17.72979012779742
27103,FRA,France,"Cloves (whole stems), raw",418.9431283510765
27104,GEO,Georgia,"Cloves (whole stems), raw",21.35241473373341
27105,DEU,Germany,"Cloves (whole stems), raw",498.596009220914
27106,GHA,Ghana,"Cloves (whole stems), raw",597.4133272076724
27107,GRC,Greece,"Cloves (whole stems), raw",52.087334978163554
27108,GTM,Guatemala,"Cloves (whole stems), raw",0.0
27109,GIN,Guinea,"Cloves (whole stems), raw",8.668629407573592
27110,GNB,Guinea-Bissau,"Cloves (whole stems), raw",0.1299819221570969
27111,GUY,Guyana,"Cloves (whole stems), raw",18.609934683725704
27112,HTI,Haiti,"Cloves (whole stems), raw",390.7452327278028
27113,HKG,Hong Kong,"Cloves (whole stems), raw",111.12699655826724
27114,HUN,Hungary,"Cloves (whole stems), raw",21.799927476643653
27115,IND,India,"Cloves (whole stems), raw",27518.020226619585
27116,IDN,Indonesia,"Cloves (whole stems), raw",99128.28977326468
27117,IRN,Iran,"Cloves (whole stems), raw",248.27969505931253
27118,IRQ,Iraq,"Cloves (whole stems), raw",1164.1471826922384
27119,IRL,Ireland,"Cloves (whole stems), raw",28.98956788945827
27120,ISR,Israel,"Cloves (whole stems), raw",200.9699696998044
27121,ITA,Italy,"Cloves (whole stems), raw",163.72254021361533
27122,JAM,Jamaica,"Cloves (whole stems), raw",0.1199503250954051
27123,JPN,Japan,"Cloves (whole stems), raw",339.25142271915536
27124,JOR,Jordan,"Cloves (whole stems), raw",211.7712931825421
27125,KEN,Kenya,"Cloves (whole stems), raw",1912.5069816849743
27126,KWT,Kuwait,"Cloves (whole stems), raw",240.35809297865524
27127,LBN,Lebanon,"Cloves (whole stems), raw",77.92136497839402
27128,LSO,Lesotho,"Cloves (whole stems), raw",0.1196828167436012
27129,LBR,Liberia,"Cloves (whole stems), raw",0.0791952259496376
27130,LTU,Lithuania,"Cloves (whole stems), raw",33.41998464623699
27131,LUX,Luxembourg,"Cloves (whole stems), raw",13.85963187671483
27132,MAC,Macau,"Cloves (whole stems), raw",0.429693416635895
27133,MDG,Madagascar,"Cloves (whole stems), raw",9210.48493381575
27134,MWI,Malawi,"Cloves (whole stems), raw",0.0792935216699882
27135,MYS,Malaysia,"Cloves (whole stems), raw",2536.343893059207
27136,MDV,Maldives,"Cloves (whole stems), raw",41.42407314262304
27137,MLI,Mali,"Cloves (whole stems), raw",0.2704503773676878
27138,MLT,Malta,"Cloves (whole stems), raw",2.1672538208478804
27139,MHL,Marshall Islands,"Cloves (whole stems), raw",0.090390146609443
27140,MRT,Mauritania,"Cloves (whole stems), raw",2.606803899678691
27141,MDA,Moldova,"Cloves (whole stems), raw",2.329830678691736
27142,MOZ,Mozambique,"Cloves (whole stems), raw",0.6114163851078167
27143,MMR,Myanmar,"Cloves (whole stems), raw",241.0679932396185
27144,NAM,Namibia,"Cloves (whole stems), raw",0.6999999986176331
27145,NPL,Nepal,"Cloves (whole stems), raw",440.9309828310873
27146,NLD,Netherlands,"Cloves (whole stems), raw",892.0053541934121
27147,NZL,New Zealand,"Cloves (whole stems), raw",30.62834975286109
27148,NER,Niger,"Cloves (whole stems), raw",127.33149941940523
27149,NGA,Nigeria,"Cloves (whole stems), raw",434.0426734249677
27150,MKD,North Macedonia,"Cloves (whole stems), raw",2.659754690223458
27151,NOR,Norway,"Cloves (whole stems), raw",21.090050574310176
27152,OMN,Oman,"Cloves (whole stems), raw",148.2678765768615
27153,PAK,Pakistan,"Cloves (whole stems), raw",2981.7335166396406
27154,PSE,Palestine,"Cloves (whole stems), raw",0.0
27155,PAN,Panama,"Cloves (whole stems), raw",7.810275746170936
27156,PNG,Papua New Guinea,"Cloves (whole stems), raw",0.1128262783563578
27157,PER,Peru,"Cloves (whole stems), raw",909.613835739369
27158,PHL,Philippines,"Cloves (whole stems), raw",8.481265773889138
27159,POL,Poland,"Cloves (whole stems), raw",317.155350830796
27160,PRT,Portugal,"Cloves (whole stems), raw",18.79984633747653
27161,QAT,Qatar,"Cloves (whole stems), raw",143.67962481793734
27162,ROU,Romania,"Cloves (whole stems), raw",0.9799174996967815
27163,RUS,Russia,"Cloves (whole stems), raw",298.0098525322223
27164,RWA,Rwanda,"Cloves (whole stems), raw",0.1094686989673308
27165,SAU,Saudi Arabia,"Cloves (whole stems), raw",2276.135818174745
27166,SEN,Senegal,"Cloves (whole stems), raw",186.94522927954296
27167,SRB,Serbia,"Cloves (whole stems), raw",8.799047680496725
